track_id,attributeA,attributeB,attributeC
3576,A1,B5,C2
3577,A3,B5,C4
3578,A1,B5,C1
3579,A2,B5,C1
3580,A4,B3,C1
3581,A4,B3,C1
3582,A2,B4,C5
3583,A3,B5,C3
3584,A4,B2,C4
3585,A3,B2,C5
3586,A5,B3,C4
3587,A2,B2,C4
3588,A4,B2,C1
3589,A4,B4,C3
3590,A3,B4,C1
3591,A4,B2,C3
3592,A4,B5,C3
3593,A5,B4,C5
3594,A4,B2,C5
3595,A2,B4,C2
3596,A5,B4,C1
3597,A4,B5,C1
3598,A2,B2,C3
3599,A5,B3,C5
3600,A4,B3,C4
3601,A4,B5,C3
3602,A3,B4,C4
3603,A5,B2,C4
3604,A3,B5,C5
3605,A1,B4,C2
3606,A4,B2,C4
3607,A5,B5,C3
3608,A1,B4,C1
3609,A1,B4,C5
3610,A4,B5,C2
3611,A4,B4,C2
3612,A4,B5,C4
3613,A4,B2,C5
3614,A1,B5,C3
3615,A4,B3,C2
3616,A3,B2,C4
3617,A1,B5,C1
3618,A1,B5,C4
3619,A2,B4,C5
3620,A4,B1,C1
3621,A5,B3,C1
3622,A5,B3,C1
3623,A4,B3,C4
3624,A3,B3,C3
3625,A5,B2,C4
3626,A3,B1,C1
3627,A2,B1,C1
3628,A3,B2,C5
3629,A2,B1,C4
3630,A4,B2,C1
3631,A2,B3,C4
3632,A5,B5,C4
3633,A1,B1,C5
3634,A1,B1,C4
3635,A1,B2,C3
3636,A4,B2,C2
3637,A1,B4,C3
3638,A1,B5,C4
3639,A4,B2,C5
3640,A1,B2,C5
3641,A2,B2,C3
3642,A4,B2,C4
3643,A2,B5,C5
3644,A1,B2,C4
3645,A1,B4,C5
3646,A2,B4,C4
3647,A1,B3,C3
3648,A1,B4,C1
3649,A4,B3,C4
3650,A5,B1,C3
3651,A4,B3,C2
3652,A4,B1,C1
3653,A1,B1,C5
3654,A3,B4,C1
3655,A1,B1,C5
3656,A3,B4,C2
3657,A4,B1,C3
3658,A4,B4,C1
3659,A2,B4,C5
3660,A1,B1,C5
3661,A1,B4,C2
3662,A5,B5,C5
3663,A2,B4,C1
3664,A1,B2,C3
3665,A2,B5,C3
3666,A4,B2,C1
3667,A5,B1,C1
3668,A5,B4,C5
3669,A4,B3,C2
3670,A5,B2,C3
3671,A2,B2,C5
3672,A5,B2,C5
3673,A5,B3,C1
3674,A5,B5,C4
3675,A4,B2,C2
3676,A4,B2,C5
3677,A2,B3,C3
3678,A2,B3,C3
3679,A1,B3,C5
3680,A5,B3,C3
3681,A5,B3,C3
3682,A4,B5,C2
3683,A5,B4,C5
3684,A1,B2,C2
3685,A2,B3,C2
3686,A4,B4,C3
3687,A3,B4,C1
3688,A1,B3,C2
3689,A3,B4,C5
3690,A1,B4,C1
3691,A1,B4,C5
3692,A1,B1,C3
3693,A4,B3,C5
3694,A5,B1,C2
3695,A2,B4,C3
3696,A3,B4,C5
3697,A3,B5,C4
3698,A4,B1,C2
3699,A4,B2,C1
3700,A1,B5,C4
3701,A4,B4,C3
3702,A3,B1,C5
3703,A1,B5,C5
3704,A2,B4,C2
3705,A3,B2,C4
3706,A2,B1,C4
3707,A4,B1,C2
3708,A1,B5,C1
3709,A3,B2,C5
3710,A4,B2,C5
3711,A1,B1,C3
3712,A4,B3,C4
3713,A2,B3,C2
3714,A2,B4,C1
3715,A2,B3,C3
3716,A1,B4,C2
3717,A5,B2,C2
3718,A4,B1,C1
3719,A1,B3,C1
3720,A4,B4,C3
3721,A5,B3,C5
3722,A2,B4,C5
3723,A1,B3,C2
3724,A1,B3,C5
3725,A1,B5,C4
3726,A5,B4,C1
3727,A3,B3,C5
3728,A1,B2,C5
3729,A2,B4,C2
3730,A3,B5,C4
3731,A1,B5,C3
3732,A3,B4,C5
3733,A5,B1,C4
3734,A4,B5,C3
3735,A2,B3,C3
3736,A4,B2,C4
3737,A1,B4,C1
3738,A1,B4,C5
3739,A2,B2,C3
3740,A5,B1,C4
3741,A4,B4,C4
3742,A4,B1,C1
3743,A4,B4,C4
3744,A3,B5,C3
3745,A2,B5,C2
3746,A3,B2,C3
3747,A5,B4,C2
3748,A3,B1,C2
3749,A4,B3,C5
3750,A1,B3,C5
3751,A3,B3,C1
3752,A5,B5,C3
3753,A3,B4,C1
3754,A3,B1,C2
3755,A5,B1,C1
3756,A4,B5,C3
3757,A3,B5,C4
3758,A2,B5,C5
3759,A2,B1,C5
3760,A1,B3,C4
3761,A1,B1,C4
3762,A1,B1,C1
3763,A2,B2,C5
3764,A5,B1,C4
3765,A2,B2,C5
3766,A5,B2,C5
3767,A3,B4,C2
3768,A1,B1,C3
3769,A4,B2,C4
3770,A4,B5,C4
3771,A1,B2,C4
3772,A5,B5,C2
3773,A4,B3,C4
3774,A1,B4,C3
3775,A4,B1,C4
3776,A5,B1,C4
3777,A4,B2,C5
3778,A3,B3,C1
3779,A4,B5,C1
3780,A3,B4,C5
3781,A1,B5,C1
3782,A5,B2,C1
3783,A5,B2,C2
3784,A1,B1,C5
3785,A1,B2,C4
3786,A1,B1,C5
3787,A3,B1,C4
3788,A3,B5,C5
3789,A3,B5,C5
3790,A3,B2,C1
3791,A1,B2,C1
3792,A5,B2,C5
3793,A2,B5,C3
3794,A2,B3,C3
3795,A2,B3,C3
3796,A3,B2,C2
3797,A5,B5,C2
3798,A1,B5,C5
3799,A5,B4,C5
3800,A3,B3,C5
3801,A4,B3,C2
3802,A2,B5,C3
3803,A4,B5,C5
3804,A5,B3,C1
3805,A3,B4,C3
3806,A1,B2,C1
3807,A3,B1,C3
3808,A1,B1,C1
3809,A4,B2,C4
3810,A4,B5,C2
3811,A2,B2,C4
3812,A2,B1,C2
3813,A1,B2,C2
3814,A3,B2,C1
3815,A5,B3,C5
3816,A2,B1,C2
3817,A1,B1,C4
3818,A3,B3,C1
3819,A2,B2,C2
3820,A4,B1,C5
3821,A4,B5,C5
3822,A4,B4,C5
3823,A3,B2,C2
3824,A2,B5,C5
3825,A4,B2,C1
3826,A4,B5,C2
3827,A1,B4,C4
3828,A2,B1,C5
3829,A5,B5,C1
3830,A5,B4,C2
3831,A5,B1,C2
3832,A2,B5,C5
3833,A2,B5,C1
3834,A5,B4,C3
3835,A1,B5,C3
3836,A2,B5,C2
3837,A5,B2,C5
3838,A4,B2,C5
3839,A5,B5,C1
3840,A4,B3,C1
3841,A2,B2,C5
3842,A3,B5,C3
3843,A4,B1,C1
3844,A1,B2,C5
3845,A5,B1,C4
3846,A2,B3,C5
3847,A2,B3,C4
3848,A1,B5,C4
3849,A3,B5,C1
3850,A2,B2,C5
3851,A1,B2,C3
3852,A4,B5,C2
3853,A3,B5,C1
3854,A4,B1,C2
3855,A4,B4,C2
3856,A1,B4,C5
3857,A2,B3,C5
3858,A4,B1,C2
3859,A4,B1,C4
3860,A2,B4,C4
3861,A2,B3,C3
3862,A3,B2,C3
3863,A5,B4,C4
3864,A4,B5,C1
3865,A1,B2,C5
3866,A1,B5,C5
3867,A2,B3,C3
3868,A4,B4,C3
3869,A3,B2,C3
3870,A5,B1,C5
3871,A5,B4,C5
3872,A3,B2,C5
3873,A2,B4,C5
3874,A5,B2,C4
3875,A2,B5,C1
3876,A4,B4,C3
3877,A3,B4,C5
3878,A5,B1,C4
3879,A4,B5,C4
3880,A2,B2,C1
3881,A3,B3,C2
3882,A4,B4,C5
3883,A3,B5,C4
3884,A3,B5,C4
3885,A1,B5,C1
3886,A3,B2,C1
3887,A2,B1,C1
3888,A2,B3,C2
3889,A3,B2,C1
3890,A1,B5,C2
3891,A5,B5,C2
3892,A3,B2,C2
3893,A1,B2,C5
3894,A5,B1,C1
3895,A5,B1,C2
3896,A4,B5,C3
3897,A4,B2,C2
3898,A1,B3,C2
3899,A3,B4,C5
3900,A1,B4,C1
3901,A5,B5,C1
3902,A1,B4,C2
3903,A4,B5,C2
3904,A4,B4,C5
3905,A5,B5,C3
3906,A1,B5,C1
3907,A5,B2,C5
3908,A2,B5,C3
3909,A4,B3,C3
3910,A3,B2,C5
3911,A4,B4,C5
3912,A3,B3,C3
3913,A5,B4,C1
3914,A3,B5,C5
3915,A5,B4,C5
3916,A3,B4,C3
3917,A3,B1,C2
3918,A4,B4,C5
3919,A5,B5,C5
3920,A4,B5,C1
3921,A2,B1,C4
3922,A4,B4,C1
3923,A3,B5,C1
3924,A4,B4,C2
3925,A1,B2,C5
3926,A2,B5,C1
3927,A3,B5,C2
3928,A3,B3,C4
3929,A5,B4,C2
3930,A4,B1,C5
3931,A4,B3,C1
3932,A1,B2,C3
3933,A1,B1,C3
3934,A2,B3,C2
3935,A5,B3,C1
3936,A2,B4,C4
3937,A1,B3,C5
3938,A2,B2,C4
3939,A2,B1,C5
3940,A1,B5,C1
3941,A5,B4,C5
3942,A4,B2,C3
3943,A5,B5,C5
3944,A5,B3,C4
3945,A3,B3,C5
3946,A3,B3,C3
3947,A1,B3,C3
3948,A2,B3,C4
3949,A3,B5,C5
3950,A1,B2,C4
3951,A4,B4,C4
3952,A2,B3,C3
3953,A1,B2,C5
3954,A5,B3,C2
3955,A2,B2,C3
3956,A5,B5,C5
3957,A1,B5,C3
3958,A5,B3,C1
3959,A4,B4,C2
3960,A4,B5,C2
3961,A5,B1,C1
3962,A2,B5,C2
3963,A3,B5,C3
3964,A3,B2,C5
3965,A2,B3,C2
3966,A4,B4,C1
3967,A2,B5,C4
3968,A3,B2,C4
3969,A1,B1,C3
3970,A3,B2,C4
3971,A3,B1,C2
3972,A2,B3,C5
3973,A3,B5,C3
3974,A3,B5,C5
3975,A2,B2,C1
3976,A3,B1,C2
3977,A1,B2,C2
3978,A1,B3,C5
3979,A2,B1,C5
3980,A5,B5,C3
3981,A4,B1,C5
3982,A3,B4,C4
3983,A4,B4,C2
3984,A5,B3,C2
3985,A2,B5,C3
3986,A4,B2,C2
3987,A2,B2,C1
3988,A4,B2,C3
3989,A5,B4,C5
3990,A5,B5,C2
3991,A5,B2,C4
3992,A3,B3,C2
3993,A2,B4,C2
3994,A1,B4,C4
3995,A4,B5,C1
3996,A4,B2,C5
3997,A5,B3,C2
3998,A2,B3,C2
3999,A5,B5,C1
4000,A5,B2,C1
4001,A4,B2,C1
4002,A3,B2,C1
4003,A4,B4,C4
4004,A4,B1,C4
4005,A5,B5,C3
4006,A3,B5,C1
4007,A4,B5,C1
4008,A1,B2,C2
4009,A5,B4,C3
4010,A1,B4,C2
4011,A4,B2,C2
4012,A1,B2,C3
4013,A1,B2,C1
4014,A5,B3,C5
4015,A3,B1,C3
4016,A5,B3,C2
4017,A4,B5,C1
4018,A1,B5,C1
4019,A2,B1,C5
4020,A2,B1,C3
4021,A3,B3,C2
4022,A1,B5,C1
4023,A5,B3,C5
4024,A5,B4,C5
4025,A3,B1,C5
4026,A4,B5,C4
4027,A5,B2,C2
4028,A4,B2,C4
4029,A2,B3,C4
4030,A3,B3,C4
4031,A1,B3,C1
4032,A2,B2,C5
4033,A5,B1,C3
4034,A4,B4,C5
4035,A5,B2,C4
4036,A3,B5,C3
4037,A5,B3,C2
4038,A4,B1,C5
4039,A2,B4,C5
4040,A2,B1,C5
4041,A3,B2,C2
4042,A5,B2,C5
4043,A5,B5,C3
4044,A5,B2,C3
4045,A3,B5,C4
4046,A1,B2,C1
4047,A2,B3,C4
4048,A3,B3,C5
4049,A5,B3,C3
4050,A1,B3,C1
4051,A3,B3,C4
4052,A3,B4,C1
4053,A3,B2,C5
4054,A5,B3,C5
4055,A4,B4,C5
4056,A3,B3,C1
4057,A5,B5,C1
4058,A4,B2,C5
4059,A3,B2,C2
4060,A1,B5,C3
4061,A3,B1,C1
4062,A5,B4,C2
4063,A4,B4,C1
4064,A1,B5,C3
4065,A4,B4,C1
4066,A1,B2,C4
4067,A2,B5,C5
4068,A4,B3,C3
4069,A4,B2,C5
4070,A1,B3,C4
4071,A2,B5,C1
4072,A2,B1,C1
4073,A4,B1,C3
4074,A2,B2,C4
4075,A2,B5,C1
4076,A1,B4,C4
4077,A1,B3,C3
4078,A3,B3,C4
4079,A5,B1,C5
4080,A1,B5,C3
4081,A5,B4,C4
4082,A1,B3,C1
4083,A1,B3,C1
4084,A1,B2,C3
4085,A2,B2,C3
4086,A1,B1,C3
4087,A2,B3,C3
4088,A5,B2,C4
4089,A1,B5,C1
4090,A4,B3,C3
4091,A4,B4,C1
4092,A1,B2,C2
4093,A4,B2,C5
4094,A2,B2,C3
4095,A2,B5,C3
4096,A2,B3,C4
4097,A2,B2,C3
4098,A4,B3,C2
4099,A3,B4,C3
4100,A2,B3,C3
4101,A1,B4,C4
4102,A1,B3,C4
4103,A4,B5,C3
4104,A2,B4,C5
4105,A3,B2,C1
4106,A1,B4,C3
4107,A1,B3,C1
4108,A1,B1,C2
4109,A3,B5,C2
4110,A4,B5,C2
4111,A2,B5,C2
4112,A2,B5,C1
4113,A4,B3,C2
4114,A3,B1,C2
4115,A5,B3,C1
4116,A4,B2,C4
4117,A3,B1,C2
4118,A4,B3,C2
4119,A5,B1,C4
4120,A1,B4,C5
4121,A4,B5,C2
4122,A4,B5,C4
4123,A5,B5,C1
4124,A5,B1,C4
4125,A4,B1,C5
4126,A1,B2,C1
4127,A4,B1,C4
4128,A1,B1,C1
4129,A1,B5,C2
4130,A4,B4,C5
4131,A3,B1,C2
4132,A4,B2,C2
4133,A5,B2,C2
4134,A1,B2,C1
4135,A4,B4,C4
4136,A4,B1,C2
4137,A3,B5,C1
4138,A4,B4,C2
4139,A3,B5,C1
4140,A5,B4,C4
4141,A4,B3,C2
4142,A5,B1,C5
4143,A1,B4,C2
4144,A4,B2,C1
4145,A5,B5,C1
4146,A3,B5,C5
4147,A5,B3,C2
4148,A4,B5,C3
4149,A1,B5,C3
4150,A4,B5,C5
4151,A1,B1,C5
4152,A2,B5,C4
4153,A4,B5,C4
4154,A2,B2,C3
4155,A3,B3,C5
4156,A2,B2,C4
4157,A2,B3,C3
4158,A5,B2,C3
4159,A1,B2,C3
4160,A3,B2,C2
4161,A1,B1,C3
4162,A2,B3,C5
4163,A3,B2,C1
4164,A3,B5,C4
4165,A5,B3,C3
4166,A2,B1,C5
4167,A5,B5,C4
4168,A5,B4,C3
4169,A4,B3,C3
4170,A2,B5,C1
4171,A4,B2,C3
4172,A5,B5,C2
4173,A2,B4,C5
4174,A1,B1,C5
4175,A3,B5,C4
4176,A5,B2,C4
4177,A3,B3,C2
4178,A2,B2,C1
4179,A1,B1,C1
4180,A3,B4,C5
4181,A3,B3,C3
4182,A2,B5,C5
4183,A4,B2,C1
4184,A4,B2,C4
4185,A4,B2,C5
4186,A4,B3,C5
4187,A3,B4,C4
4188,A1,B5,C1
4189,A5,B2,C2
4190,A1,B3,C3
4191,A5,B3,C2
4192,A4,B2,C1
4193,A2,B4,C5
4194,A3,B1,C2
4195,A4,B1,C4
4196,A3,B5,C2
4197,A4,B3,C2
4198,A5,B2,C2
4199,A2,B4,C2
4200,A3,B4,C1
4201,A1,B1,C5
4202,A2,B1,C4
4203,A1,B1,C1
4204,A3,B5,C4
4205,A5,B2,C1
4206,A1,B5,C5
4207,A2,B3,C1
4208,A2,B4,C2
4209,A3,B5,C5
4210,A4,B1,C2
4211,A3,B2,C5
4212,A5,B3,C4
4213,A2,B5,C4
4214,A4,B4,C2
4215,A4,B1,C3
4216,A3,B2,C2
4217,A5,B3,C2
4218,A3,B4,C4
4219,A4,B2,C1
4220,A5,B2,C1
4221,A1,B1,C4
4222,A3,B2,C5
4223,A5,B4,C1
4224,A5,B4,C5
4225,A2,B2,C1
4226,A3,B4,C2
4227,A4,B4,C1
4228,A3,B4,C1
4229,A1,B3,C2
4230,A1,B3,C1
4231,A3,B1,C4
4232,A3,B5,C4
4233,A4,B1,C3
4234,A1,B1,C4
4235,A3,B3,C2
4236,A3,B5,C4
4237,A1,B5,C4
4238,A5,B5,C2
4239,A3,B2,C2
4240,A5,B3,C5
4241,A3,B1,C4
4242,A3,B5,C1
4243,A1,B5,C1
4244,A2,B4,C1
4245,A1,B4,C3
4246,A5,B1,C1
4247,A1,B4,C1
4248,A3,B3,C1
4249,A2,B2,C4
4250,A3,B1,C1
4251,A5,B1,C5
4252,A3,B4,C2
4253,A4,B2,C5
4254,A2,B3,C5
4255,A3,B4,C2
4256,A3,B4,C5
4257,A1,B1,C2
4258,A4,B3,C3
4259,A5,B5,C5
4260,A2,B2,C1
4261,A4,B3,C3
4262,A5,B1,C1
4263,A3,B3,C1
4264,A2,B5,C3
4265,A4,B4,C3
4266,A5,B4,C3
4267,A2,B1,C5
4268,A2,B4,C1
4269,A2,B3,C3
4270,A3,B2,C2
4271,A4,B2,C4
4272,A3,B2,C4
4273,A5,B3,C4
4274,A1,B2,C1
4275,A5,B1,C1
4276,A3,B5,C3
4277,A2,B1,C1
4278,A1,B4,C3
4279,A4,B3,C1
4280,A1,B2,C4
4281,A1,B1,C3
4282,A5,B5,C3
4283,A3,B2,C1
4284,A5,B1,C2
4285,A1,B3,C1
4286,A5,B4,C2
4287,A5,B5,C3
4288,A4,B4,C4
4289,A1,B5,C3
4290,A4,B2,C5
4291,A5,B2,C2
4292,A3,B5,C3
4293,A1,B1,C1
4294,A4,B3,C2
4295,A4,B2,C1
4296,A4,B4,C2
4297,A3,B5,C5
4298,A2,B1,C3
4299,A2,B5,C1
4300,A4,B5,C2
4301,A1,B3,C4
4302,A3,B5,C2
4303,A3,B2,C5
4304,A1,B4,C3
4305,A3,B2,C1
4306,A4,B4,C1
4307,A1,B3,C4
4308,A3,B5,C3
4309,A1,B5,C5
4310,A4,B2,C3
4311,A3,B3,C5
4312,A2,B1,C2
4313,A5,B3,C2
4314,A3,B4,C2
4315,A1,B2,C2
4316,A3,B5,C2
4317,A3,B4,C1
4318,A5,B5,C2
4319,A1,B3,C4
4320,A1,B4,C4
4321,A2,B4,C5
4322,A4,B5,C2
4323,A1,B1,C3
4324,A2,B2,C1
4325,A1,B2,C2
4326,A1,B1,C2
4327,A2,B4,C5
4328,A3,B5,C4
4329,A3,B4,C4
4330,A5,B3,C2
4331,A4,B1,C1
4332,A4,B2,C4
4333,A5,B2,C5
4334,A1,B3,C2
4335,A1,B3,C1
4336,A5,B4,C2
4337,A3,B4,C5
4338,A1,B2,C2
4339,A2,B3,C4
4340,A3,B3,C4
4341,A4,B5,C3
4342,A3,B2,C2
4343,A1,B3,C3
4344,A1,B1,C3
4345,A4,B4,C1
4346,A2,B4,C4
4347,A2,B4,C4
4348,A1,B4,C4
4349,A3,B4,C1
4350,A3,B5,C2
4351,A4,B3,C4
4352,A2,B2,C4
4353,A4,B2,C5
4354,A5,B1,C5
4355,A2,B2,C1
4356,A3,B2,C3
4357,A1,B4,C2
4358,A4,B4,C2
4359,A1,B5,C2
4360,A5,B2,C5
4361,A3,B3,C5
4362,A5,B5,C4
4363,A4,B3,C4
4364,A2,B3,C3
4365,A1,B4,C4
4366,A1,B3,C5
4367,A3,B4,C3
4368,A1,B5,C1
4369,A4,B1,C4
4370,A1,B1,C4
4371,A5,B2,C1
4372,A5,B1,C5
4373,A1,B4,C3
4374,A5,B4,C3
4375,A5,B5,C3
4376,A3,B1,C4
4377,A3,B1,C2
4378,A5,B5,C5
4379,A1,B2,C3
4380,A2,B5,C3
4381,A4,B1,C5
4382,A1,B1,C4
4383,A1,B5,C4
4384,A5,B1,C3
4385,A4,B1,C5
4386,A2,B4,C1
4387,A4,B1,C5
4388,A1,B3,C2
4389,A2,B4,C1
4390,A4,B2,C5
4391,A1,B3,C2
4392,A4,B3,C2
4393,A1,B1,C2
4394,A1,B3,C3
4395,A3,B1,C5
4396,A5,B2,C5
4397,A2,B1,C4
4398,A1,B3,C5
4399,A2,B4,C5
4400,A4,B5,C4
4401,A5,B2,C4
4402,A3,B3,C4
4403,A1,B5,C5
4404,A5,B1,C3
4405,A5,B2,C1
4406,A4,B4,C5
4407,A4,B3,C5
4408,A5,B3,C4
4409,A2,B5,C5
4410,A5,B1,C5
4411,A5,B4,C2
4412,A5,B5,C5
4413,A3,B3,C2
4414,A3,B4,C4
4415,A1,B1,C3
4416,A3,B4,C4
4417,A2,B2,C2
4418,A5,B3,C5
4419,A5,B2,C5
4420,A5,B3,C4
4421,A2,B4,C1
4422,A5,B4,C5
4423,A4,B3,C1
4424,A5,B1,C5
4425,A4,B3,C1
4426,A4,B2,C5
4427,A2,B5,C1
4428,A5,B3,C3
4429,A5,B5,C4
4430,A3,B4,C2
4431,A4,B3,C5
4432,A1,B5,C5
4433,A5,B5,C2
4434,A3,B5,C5
4435,A5,B3,C5
4436,A2,B3,C5
4437,A4,B2,C1
4438,A2,B4,C5
4439,A4,B5,C5
4440,A2,B3,C5
4441,A2,B2,C3
4442,A3,B4,C1
4443,A3,B3,C5
4444,A3,B2,C5
4445,A4,B5,C4
4446,A5,B4,C5
4447,A5,B4,C4
4448,A2,B2,C1
4449,A2,B3,C2
4450,A2,B5,C4
4451,A5,B3,C5
4452,A3,B3,C5
4453,A3,B3,C4
4454,A1,B5,C4
4455,A2,B2,C5
4456,A3,B4,C2
4457,A1,B4,C2
4458,A1,B4,C3
4459,A3,B5,C4
4460,A2,B3,C2
4461,A2,B4,C2
4462,A4,B5,C1
4463,A1,B1,C2
4464,A5,B3,C4
4465,A5,B2,C1
4466,A3,B3,C4
4467,A5,B4,C4
4468,A1,B3,C1
4469,A3,B3,C4
4470,A4,B3,C4
4471,A3,B4,C1
4472,A5,B5,C5
4473,A3,B4,C3
4474,A3,B4,C2
4475,A2,B3,C3
4476,A3,B2,C2
4477,A3,B2,C2
4478,A2,B4,C2
4479,A1,B3,C5
4480,A4,B1,C2
4481,A3,B3,C4
4482,A1,B4,C1
4483,A4,B3,C2
4484,A5,B1,C5
4485,A2,B5,C1
4486,A4,B3,C2
4487,A4,B1,C5
4488,A1,B5,C2
4489,A3,B2,C5
4490,A2,B5,C3
4491,A5,B4,C2
4492,A1,B1,C4
4493,A4,B5,C4
4494,A5,B2,C1
4495,A4,B5,C5
4496,A2,B3,C4
4497,A3,B2,C3
4498,A1,B3,C2
4499,A5,B1,C3
4500,A3,B4,C2
4501,A1,B3,C1
4502,A2,B2,C5
4503,A1,B5,C2
4504,A4,B4,C4
4505,A3,B5,C3
4506,A2,B1,C1
4507,A1,B3,C3
4508,A2,B4,C3
4509,A4,B1,C4
4510,A2,B4,C3
4511,A4,B1,C4
4512,A3,B1,C3
4513,A5,B4,C1
4514,A3,B3,C5
4515,A4,B1,C2
4516,A3,B3,C5
4517,A1,B3,C2
4518,A1,B4,C2
4519,A1,B3,C4
4520,A3,B1,C2
4521,A5,B4,C2
4522,A5,B2,C4
4523,A3,B5,C4
4524,A5,B1,C3
4525,A5,B4,C2
4526,A4,B4,C2
4527,A2,B1,C5
4528,A4,B2,C5
4529,A2,B1,C3
4530,A1,B5,C2
4531,A3,B5,C3
4532,A5,B3,C5
4533,A4,B1,C3
4534,A1,B2,C4
4535,A1,B1,C2
4536,A5,B1,C4
4537,A5,B2,C4
4538,A1,B3,C5
4539,A4,B1,C2
4540,A3,B2,C4
4541,A5,B5,C4
4542,A1,B2,C4
4543,A4,B2,C4
4544,A4,B2,C1
4545,A1,B1,C2
4546,A1,B4,C3
4547,A2,B1,C2
4548,A4,B3,C2
4549,A3,B5,C1
4550,A1,B1,C4
4551,A1,B4,C3
4552,A2,B2,C4
4553,A2,B4,C3
4554,A1,B3,C5
4555,A4,B1,C5
4556,A5,B5,C3
4557,A5,B1,C4
4558,A2,B4,C1
4559,A5,B3,C5
4560,A2,B2,C3
4561,A1,B2,C5
4562,A1,B2,C3
4563,A4,B5,C5
4564,A3,B2,C3
4565,A5,B5,C2
4566,A2,B4,C3
4567,A3,B2,C1
4568,A4,B3,C2
4569,A5,B4,C3
4570,A2,B5,C4
4571,A3,B5,C1
4572,A4,B5,C2
4573,A2,B2,C4
4574,A3,B1,C5
4575,A2,B5,C2
4576,A5,B3,C5
4577,A2,B2,C5
4578,A1,B1,C4
4579,A4,B5,C4
4580,A5,B4,C3
4581,A4,B5,C4
4582,A1,B4,C3
4583,A2,B3,C2
4584,A5,B1,C2
4585,A1,B2,C5
4586,A3,B1,C4
4587,A5,B2,C3
4588,A3,B3,C1
4589,A4,B4,C3
4590,A1,B1,C1
4591,A5,B1,C2
4592,A4,B4,C3
4593,A5,B4,C2
4594,A3,B1,C5
4595,A2,B2,C4
4596,A2,B1,C3
4597,A4,B4,C1
4598,A5,B2,C2
4599,A1,B1,C1
4600,A1,B1,C5
4601,A2,B3,C1
4602,A4,B4,C1
4603,A5,B2,C1
4604,A3,B4,C3
4605,A5,B3,C5
4606,A2,B2,C3
4607,A5,B4,C3
4608,A5,B3,C4
4609,A2,B2,C1
4610,A2,B1,C3
4611,A1,B4,C4
4612,A1,B3,C3
4613,A3,B3,C5
4614,A2,B4,C2
4615,A2,B2,C1
4616,A2,B5,C3
4617,A4,B3,C5
4618,A1,B2,C3
4619,A4,B2,C2
4620,A5,B4,C5
4621,A4,B3,C2
4622,A4,B4,C4
4623,A4,B5,C4
4624,A5,B2,C2
4625,A4,B3,C3
4626,A1,B1,C2
4627,A1,B2,C1
4628,A1,B3,C1
4629,A3,B3,C2
4630,A1,B1,C2
4631,A1,B1,C3
4632,A1,B3,C2
4633,A2,B1,C2
4634,A2,B1,C2
4635,A2,B2,C3
4636,A3,B3,C5
4637,A5,B5,C5
4638,A4,B2,C3
4639,A4,B5,C1
4640,A5,B1,C1
4641,A4,B2,C1
4642,A3,B3,C3
4643,A2,B2,C3
4644,A4,B5,C1
4645,A1,B1,C5
4646,A2,B3,C4
4647,A3,B2,C4
4648,A2,B2,C1
4649,A5,B3,C3
4650,A1,B2,C3
4651,A4,B2,C1
4652,A3,B5,C4
4653,A3,B4,C2
4654,A2,B4,C5
4655,A1,B2,C3
4656,A4,B3,C1
4657,A3,B1,C4
4658,A5,B5,C2
4659,A3,B3,C5
4660,A2,B4,C4
4661,A4,B5,C4
4662,A4,B1,C4
4663,A1,B4,C4
4664,A5,B1,C1
4665,A3,B5,C4
4666,A4,B3,C1
4667,A2,B5,C5
4668,A3,B5,C3
4669,A2,B3,C2
4670,A2,B1,C5
4671,A1,B1,C2
4672,A5,B4,C2
4673,A3,B5,C1
4674,A5,B1,C3
4675,A2,B1,C3
4676,A1,B5,C3
4677,A1,B3,C1
4678,A4,B4,C3
4679,A3,B4,C3
4680,A3,B5,C5
4681,A1,B1,C4
4682,A4,B1,C2
4683,A5,B5,C2
4684,A1,B1,C3
4685,A2,B5,C4
4686,A4,B1,C1
4687,A2,B4,C2
4688,A1,B2,C5
4689,A3,B2,C5
4690,A4,B4,C5
4691,A2,B5,C3
4692,A4,B2,C5
4693,A5,B2,C1
4694,A5,B4,C1
4695,A5,B2,C3
4696,A1,B1,C1
4697,A1,B5,C1
4698,A5,B5,C5
4699,A3,B5,C3
4700,A1,B4,C3
4701,A1,B5,C3
4702,A3,B4,C4
4703,A5,B4,C4
4704,A3,B4,C3
4705,A1,B2,C2
4706,A1,B1,C4
4707,A2,B1,C1
4708,A4,B3,C5
4709,A3,B2,C5
4710,A4,B3,C5
4711,A4,B1,C3
4712,A3,B1,C5
4713,A4,B3,C1
4714,A1,B3,C3
4715,A5,B5,C2
4716,A4,B1,C4
4717,A4,B5,C4
4718,A2,B4,C4
4719,A3,B2,C2
4720,A4,B4,C3
4721,A2,B1,C2
4722,A3,B2,C2
4723,A2,B3,C1
4724,A1,B5,C5
4725,A3,B2,C5
4726,A1,B3,C5
4727,A4,B3,C5
4728,A3,B3,C4
4729,A3,B3,C4
4730,A5,B5,C5
4731,A4,B4,C4
4732,A1,B3,C1
4733,A4,B2,C5
4734,A5,B2,C2
4735,A4,B3,C4
4736,A3,B4,C1
4737,A2,B1,C4
4738,A4,B1,C3
4739,A4,B2,C1
4740,A1,B4,C1
